id,week,center_id,meal_id,checkout_price,base_price
1062733,146,80,1062,194.03,194.03
1187527,146,80,2707,243.53,243.53
1478521,146,80,1207,363.75,365.75
1126260,146,80,1230,390,390
1088641,146,80,2322,371.51,372.51
1461461,146,80,2290,302.64,303.64
1246057,146,80,1727,464.63,464.63
1224798,146,80,1109,300.73,301.73
1242930,146,80,2640,321.13,321.13
1133031,146,80,2306,244.5,335.62
1313303,146,80,1216,418.13,417.13
1003426,146,80,2826,379.33,378.33
1429396,146,80,1754,329.86,327.86
1400252,146,80,1971,346.35,346.35
1485905,146,80,1770,425.83,486.03
1108200,146,80,1198,194.03,195.03
1277378,146,80,1311,243.53,284.27
1316737,146,80,1803,92.15,227.01
1031656,146,80,1438,195,196
1427372,146,80,2494,194,195
1326753,146,80,1847,194,195
1166693,146,80,1558,562.6,563.6
1196826,146,80,2581,562.6,564.6
1254639,146,80,1962,562.6,563.6
1471596,146,80,1445,726.53,728.53
1308655,146,80,2760,162.99,241.53
1407630,146,80,1525,321.13,319.13
1360628,146,80,2704,321.13,321.13
1396228,146,80,2492,389.03,387.03
1384266,146,80,1543,485.03,485.03
1369149,146,80,2304,484.03,484.03
1101374,146,80,2664,342.47,342.47
1284482,146,80,2569,345.38,344.38
1455381,146,80,2490,290.03,290.03
1306935,146,43,1885,158.17,158.17
1399041,146,43,1993,159.14,158.14
1129929,146,43,2539,156.17,157.17
1230094,146,43,2139,291.03,291.03
1186826,146,43,2631,162.02,161.02
1029555,146,43,1248,163.93,163.93
1234117,146,43,1778,185.27,185.27
1342352,146,43,1062,191.12,191.12
1364919,146,43,2707,238.62,238.62
1479955,146,43,1207,381.21,381.21
1456560,146,43,1230,363.81,362.81
1105933,146,43,2322,378.33,379.33
1339034,146,43,2290,304.64,304.64
1473553,146,43,1727,466.63,466.63
1128832,146,43,1109,304.61,304.61
1327909,146,43,1571,640.23,640.23
1141823,146,43,2104,640.23,640.23
1115349,146,43,2577,319.13,321.13
1295236,146,43,2640,319.13,321.13
1257211,146,43,1878,319.13,321.13
1243692,146,43,2306,232.83,337.62
1442994,146,43,1216,416.13,417.13
1113589,146,43,2126,473.36,473.36
1202702,146,43,2826,379.33,377.33
1139996,146,43,1754,327.89,327.89
1268487,146,43,1971,344.35,344.35
1063639,146,43,1902,447.23,446.23
1342445,146,43,1247,445.23,446.23
1080952,146,43,1770,425.83,485.03
1488050,146,43,1198,189.15,189.15
1057752,146,43,1311,193.09,192.09
1125151,146,43,1803,171.75,202.76
1176349,146,43,1438,195,195
1216741,146,43,2494,195,196
1020876,146,43,1847,194,196
1013212,146,43,1558,564.6,562.6
1314432,146,43,2581,560.69,560.69
1437923,146,43,1962,563.63,563.63
1015842,146,43,2444,726.53,726.53
1244026,146,43,2867,728.53,728.53
1394171,146,43,2760,163.99,242.53
1358455,146,43,1525,319.13,320.13
1214772,146,43,2704,321.13,321.13
1445388,146,43,2492,388.03,387.03
1116026,146,43,1543,486.03,484.03
1485405,146,43,2304,485.03,485.03
1115994,146,43,2664,340.5,339.5
1088835,146,43,2569,342.47,340.47
1223314,146,43,2490,290.03,290.03
1117594,146,65,1885,119.31,119.31
1246456,146,65,1993,120.31,119.31
1384107,146,65,2539,122.28,122.28
1243607,146,65,2139,284.24,284.24
1078594,146,65,2631,137.8,137.8
1424863,146,65,1248,98,146.5
1401181,146,65,1778,158.11,158.11
1186995,146,65,1062,154.23,156.23
1158925,146,65,2707,206.64,205.64
1194476,146,65,1207,337.62,337.62
1356515,146,65,1230,348.29,348.29
1063805,146,65,2322,354.11,353.11
1026340,146,65,2290,259.96,259.96
1314539,146,65,1727,422.95,421.95
1304421,146,65,1109,311.43,311.43
1026497,146,65,1571,581.03,582.03
1243434,146,65,2956,582.03,583.03
1349423,146,65,2104,581.03,581.03
1440330,146,65,2577,321.13,320.13
1413653,146,65,2640,321.13,320.13
1443157,146,65,1878,321.13,319.13
1470635,146,65,2306,224.13,335.62
1096268,146,65,1216,392.88,393.88
1393626,146,65,2126,436.53,509.31
1177199,146,65,2826,325.92,325.92
1419882,146,65,1754,290.03,291.03
1193613,146,65,1971,228.01,289.06
1094126,146,65,1902,447.23,445.23
1163148,146,65,1247,445.23,446.23
1331608,146,65,1770,426.83,484.03
1225453,146,65,1558,511.19,512.19
1100128,146,65,2581,512.19,513.19
1152619,146,65,1962,513.19,512.19
1465064,146,65,1445,727.53,728.53
1197882,146,65,2444,728.53,727.53
1204356,146,65,2867,727.53,726.53
1450571,146,65,2760,184.3,261.93
1146852,146,65,1525,319.13,321.13
1465517,146,65,2704,321.13,321.13
1170587,146,65,2492,446.23,445.23
1008749,146,65,1543,421.04,482.09
1383333,146,65,2304,424.86,472.39
1054024,146,65,2664,283.24,339.53
1492548,146,65,2569,275.51,340.53
1471695,146,65,2490,281.36,281.36
1492614,146,39,1885,119.34,118.34
1203473,146,39,1993,120.28,120.28
1079689,146,39,2539,122.25,122.25
1341115,146,39,2139,262.93,260.93
1272743,146,39,2631,129.04,154.26
1090971,146,39,1248,148.44,147.44
1143939,146,39,1778,162.99,161.99
1213249,146,39,1062,161.05,162.05
1160226,146,39,2707,202.73,202.73
1164145,146,39,1207,368.63,369.63
1359621,146,39,1230,350.2,349.2
1187272,146,39,2290,260.96,259.96
1382421,146,39,1727,423.95,421.95
1150058,146,39,1109,310.43,311.43
1191625,146,39,1571,582.03,581.03
1233904,146,39,2640,321.13,320.13
1233177,146,39,1878,319.13,319.13
1076029,146,39,2306,241.53,335.62
1046255,146,39,1216,417.13,417.13
1322786,146,39,2126,437.53,508.31
1015528,146,39,2826,327.92,325.92
1282016,146,39,1754,292.03,291.03
1452067,146,39,1971,290.06,289.06
1492120,146,39,1902,447.23,446.23
1466652,146,39,1247,447.23,447.23
1288325,146,39,1558,513.19,513.19
1037408,146,39,2581,511.19,512.19
1365916,146,39,1962,512.19,512.19
1284677,146,39,2760,184.36,261.93
1495316,146,39,2704,320.13,319.13
1076663,146,39,2492,447.23,445.23
1497718,146,39,1543,467.54,467.54
1122583,146,39,2304,441.35,443.35
1325982,146,39,2664,281.3,282.3
1208934,146,39,2569,280.33,333.71
1321456,146,39,2490,279.36,280.36
1497813,146,102,1885,140.65,119.31
1008981,146,102,1993,141.68,139.68
1157473,146,102,2539,137.77,129.07
1426499,146,102,2139,262.93,260.93
1308175,146,102,2631,98,154.26
1241732,146,102,1778,153.26,161.05
1334443,146,102,1062,156.17,177.54
1075943,146,102,2707,203.76,203.76
1212040,146,102,1207,361.81,362.81
1053730,146,102,1230,358.9,359.9
1397334,146,102,2322,368.63,369.63
1268218,146,102,2290,298.79,299.79
1451189,146,102,1727,446.23,447.23
1331816,146,102,1109,309.43,311.43
1366276,146,102,2640,320.13,321.13
1451380,146,102,1878,319.13,321.13
1349650,146,102,2126,435.53,509.31
1495032,146,102,2826,326.92,327.92
1135341,146,102,1754,329.83,328.83
1205389,146,102,1971,327.86,329.86
1481863,146,102,1558,562.6,562.6
1231863,146,102,2581,562.6,562.6
1265192,146,102,1962,547.08,548.08
1249151,146,102,1445,728.53,728.53
1348889,146,102,2867,728.53,727.53
1053804,146,102,2760,182.36,261.93
1086984,146,102,2704,320.13,320.13
1199192,146,102,1543,389.03,484.09
1306328,146,102,2304,388.03,482.09
1357661,146,102,2664,309.49,307.49
1248502,146,102,2569,323.07,321.07
1117929,146,102,2490,291.03,292.03
1255407,146,110,1885,118.4,116.4
1462608,146,110,1993,118.37,118.37
1194957,146,110,2539,118.34,119.34
1489860,146,110,2139,285.21,285.21
1369461,146,110,2631,146.53,144.53
1341913,146,110,1248,150.38,151.38
1080389,146,110,1778,161.08,161.08
1434408,146,110,1062,154.23,154.23
1169445,146,110,2707,199.85,198.85
1298757,146,110,1207,356.05,355.05
1170261,146,110,1230,350.2,350.2
1075384,146,110,2322,359.87,359.87
1258354,146,110,2290,261.96,260.96
1297968,146,110,1727,447.23,445.23
1329810,146,110,1109,311.43,311.43
1029581,146,110,1571,581.03,581.03
1254729,146,110,2956,583.03,582.03
1217471,146,110,2104,583.03,582.03
1409129,146,110,2577,321.13,321.13
1323505,146,110,2640,319.13,320.13
1292034,146,110,1878,319.13,319.13
1242088,146,110,2306,243.53,337.62
1181744,146,110,1216,413.25,412.25
1483645,146,110,2126,418.13,418.13
1318631,146,110,2826,327.92,327.92
1201137,146,110,1754,330.83,328.83
1320819,146,110,1971,292.03,292.03
1084671,146,110,1902,447.23,445.23
1353433,146,110,1247,446.23,446.23
1052630,146,110,1770,425.83,486.03
1289665,146,110,1558,511.19,512.19
1131674,146,110,2581,513.19,511.19
1099347,146,110,1962,513.19,512.19
1401309,146,110,1445,727.53,727.53
1211649,146,110,2444,728.53,726.53
1249940,146,110,2867,726.53,726.53
1015328,146,110,2760,184.36,260.93
1268573,146,110,1525,320.13,319.13
1236946,146,110,2704,319.13,321.13
1181712,146,110,1543,444.26,444.26
1053488,146,110,2304,434.56,436.56
1134014,146,110,2664,303.64,338.53
1253246,146,110,2569,292,291
1158599,146,110,2490,255.14,256.14
1123214,146,132,1885,157.14,149.41
1161630,146,132,1993,158.14,151.38
1034885,146,132,2539,159.11,160.11
1448825,146,132,2139,291.03,291.03
1120835,146,132,2631,165.93,163.93
1436307,146,132,1248,165.93,165.93
1121988,146,132,1778,191.12,191.12
1163226,146,132,1062,193.09,191.09
1111122,146,132,2707,238.65,237.65
1401754,146,132,1207,378.3,380.3
1480288,146,132,1230,388,390
1053207,146,132,2322,374.45,375.45
1349184,146,132,2290,304.64,303.64
1271696,146,132,1727,466.63,464.63
1169730,146,132,1109,310.43,309.43
1113162,146,132,1571,641.23,641.23
1477586,146,132,2956,639.23,641.23
1288584,146,132,2577,319.13,321.13
1433314,146,132,2640,321.13,320.13
1240273,146,132,1878,320.13,321.13
1407667,146,132,2306,243.5,335.62
1476887,146,132,1216,417.13,416.13
1105919,146,132,2126,492.79,492.79
1251406,146,132,2826,378.33,378.33
1223600,146,132,1754,327.86,327.86
1083097,146,132,1971,345.35,344.35
1450412,146,132,1902,447.23,447.23
1190838,146,132,1247,447.23,447.23
1434166,146,132,1770,427.83,484.03
1322878,146,132,1198,162.96,247.38
1061276,146,132,1311,176.57,254.14
1210001,146,132,1803,170.75,199.82
1207310,146,132,1438,195,194
1106904,146,132,2494,196,195
1012771,146,132,1847,196,194
1161036,146,132,1558,563.6,641.23
1106662,146,132,2581,564.6,641.23
1047465,146,132,1962,563.6,547.08
1415287,146,132,1445,728.53,726.53
1011931,146,132,2760,167.81,241.53
1281482,146,132,1525,321.13,321.13
1403343,146,132,2704,306.58,306.58
1321976,146,132,2492,388.03,388.03
1307302,146,132,1543,484.03,484.03
1410444,146,132,2304,486.03,484.03
1432009,146,132,2664,337.59,338.56
1086708,146,132,2569,345.38,338.56
1246312,146,132,2490,292.03,291.03
1108704,146,23,1885,157.17,156.17
1029294,146,23,1993,160.11,158.11
1160680,146,23,2539,158.11,158.11
1049158,146,23,2139,292.03,292.03
1174176,146,23,2631,156.17,157.17
1278821,146,23,1778,192.12,191.12
1478370,146,23,1062,190.12,192.12
1312971,146,23,2707,239.65,239.65
1466260,146,23,1207,388,388
1145664,146,23,1230,390,389
1091873,146,23,2322,376.42,375.42
1388739,146,23,2290,303.64,303.64
1123649,146,23,1727,465.63,465.63
1346060,146,23,1109,311.43,309.43
1073283,146,23,1571,639.23,639.23
1180736,146,23,2956,639.23,640.23
1335892,146,23,2577,320.13,319.13
1419869,146,23,1878,319.13,319.13
1062551,146,23,2306,244.5,336.62
1170240,146,23,1216,421.95,421.95
1116916,146,23,2126,484.03,509.25
1221310,146,23,2826,379.33,377.33
1367131,146,23,1754,327.86,328.86
1434558,146,23,1971,345.35,345.35
1260085,146,23,1902,446.23,445.23
1426036,146,23,1770,425.83,484.03
1427226,146,23,1198,226.01,227.01
1322332,146,23,1311,170.75,226.01
1133401,146,23,1803,147.5,226.01
1291135,146,23,1438,194,242.5
1041163,146,23,2494,194,244.5
1386673,146,23,1847,194,242.5
1474949,146,23,1558,562.6,563.6
1176325,146,23,2581,562.6,564.6
1432968,146,23,1962,564.6,562.6
1220063,146,23,2444,726.53,727.53
1039116,146,23,2760,161.99,242.53
1189397,146,23,1525,319.13,320.13
1345375,146,23,2704,321.13,321.13
1118233,146,23,2492,389.03,388.03
1250158,146,23,1543,486.03,485.03
1465066,146,23,2304,485.03,484.03
1304645,146,23,2664,328.89,328.89
1237295,146,23,2569,327.89,328.89
1487998,146,23,2490,290.03,292.03
1481640,146,86,1885,157.14,159.14
1317164,146,86,1993,157.17,158.17
1304520,146,86,2539,160.11,158.11
1492792,146,86,2139,291.03,292.03
1374168,146,86,2631,164.93,164.93
1088611,146,86,1248,163.93,163.93
1439151,146,86,1778,180.45,180.45
1195576,146,86,1062,192.09,192.09
1483750,146,86,2707,240.62,240.62
1062418,146,86,1207,388,390
1059894,146,86,1230,382.21,383.21
1347832,146,86,2322,376.39,375.39
1483614,146,86,2290,302.64,302.64
1190208,146,86,1727,465.63,465.63
1202850,146,86,1109,309.43,311.43
1298775,146,86,2577,319.13,320.13
1359223,146,86,2640,321.13,321.13
1093737,146,86,1878,320.13,320.13
1187473,146,86,2306,243.5,335.62
1199424,146,86,1216,436.56,435.56
1308216,146,86,2126,485.03,485.03
1159875,146,86,2826,379.33,377.33
1322431,146,86,1754,328.86,329.86
1085341,146,86,1971,343.44,343.44
1089204,146,86,1247,445.23,446.23
1336904,146,86,1311,202.73,203.73
1208448,146,86,1803,136.8,340.53
1062961,146,86,1438,196,195
1027373,146,86,2494,196,195
1308725,146,86,1847,195,194
1484976,146,86,1558,564.6,563.6
1375569,146,86,2581,563.6,563.6
1355980,146,86,1962,564.6,563.6
1135504,146,86,1445,726.53,726.53
1073318,146,86,2867,728.53,728.53
1222266,146,86,2760,163.99,242.53
1377152,146,86,1525,321.13,319.13
1094996,146,86,2704,319.13,320.13
1286897,146,86,2492,388.03,387.03
1228388,146,86,1543,484.03,484.03
1081769,146,86,2304,485.03,484.03
1246239,146,86,2664,343.38,344.38
1449224,146,86,2569,345.38,345.38
1271981,146,86,2490,291.03,292.03
1485637,146,68,1885,121.28,122.28
1039889,146,68,1993,121.28,122.28
1475390,146,68,2539,119.31,119.31
1229473,146,68,2139,283.24,283.24
1235986,146,68,2631,136.8,137.8
1080282,146,68,1778,155.26,154.26
1277521,146,68,1062,158.14,159.14
1043169,146,68,2707,210.55,209.55
1284152,146,68,1207,367.63,369.63
1356966,146,68,2322,369.63,367.63
1253476,146,68,2290,260.96,259.96
1066603,146,68,1727,422.95,423.95
1067839,146,68,1109,311.43,310.43
1447666,146,68,1571,581.03,583.03
1074218,146,68,2956,582.03,583.03
1423664,146,68,2104,581.03,581.03
1298065,146,68,2577,321.13,321.13
1280070,146,68,2640,321.13,321.13
1137944,146,68,1878,321.13,319.13
1220571,146,68,2306,242.53,337.62
1176816,146,68,1216,417.13,416.13
1141693,146,68,2126,435.53,508.31
1325594,146,68,2826,325.92,326.92
1439857,146,68,1754,290.03,291.03
1022986,146,68,1971,289.06,290.06
1378610,146,68,1770,425.83,484.03
1339820,146,68,1558,511.19,511.19
1410872,146,68,2581,511.19,512.19
1203499,146,68,1962,513.19,511.19
1262302,146,68,1445,726.53,727.53
1386974,146,68,2867,726.53,728.53
1413707,146,68,2760,189.15,262.93
1424985,146,68,1525,321.13,321.13
1059461,146,68,2704,321.13,321.13
1012027,146,68,2492,445.23,445.23
1082700,146,68,1543,421.04,482.09
1398879,146,68,2304,482.09,483.09
1221540,146,68,2664,285.24,339.53
1176220,146,68,2569,279.36,338.53
1335217,146,68,2490,279.36,279.36
1375145,146,51,1885,159.14,157.14
1232446,146,51,1993,159.14,158.14
1219527,146,51,2539,157.14,150.38
1092729,146,51,2139,271.63,270.63
1050512,146,51,2631,163.93,164.93
1184847,146,51,1248,163.93,164.93
1120021,146,51,1778,193.09,192.09
1233269,146,51,1062,191.15,189.15
1279653,146,51,2707,229.92,229.92
1217530,146,51,1207,390,390
1042152,146,51,1230,379.3,378.3
1328139,146,51,2322,389,388
1253767,146,51,2290,303.64,302.64
1112072,146,51,1727,465.63,464.63
1314712,146,51,1109,310.43,311.43
1308254,146,51,1571,639.23,640.23
1089466,146,51,2956,640.23,639.23
1208353,146,51,2104,639.23,641.23
1062487,146,51,2577,321.13,321.13
1119057,146,51,2640,319.13,319.13
1153580,146,51,1878,320.13,320.13
1219740,146,51,2306,258.02,335.62
1010045,146,51,1216,400.64,401.64
1187793,146,51,2126,484.03,507.31
1020875,146,51,2826,378.33,377.33
1371692,146,51,1754,325.92,325.92
1492646,146,51,1971,346.35,345.35
1161652,146,51,1902,445.23,445.23
1497911,146,51,1247,446.23,446.23
1004232,146,51,1770,426.83,484.03
1115848,146,51,1198,204.73,203.73
1213692,146,51,1311,142.65,179.48
1002479,146,51,1803,198.88,226.01
1352791,146,51,1438,195,194
1022048,146,51,2494,196,196
1157925,146,51,1847,194,196
1186515,146,51,1558,556.78,558.78
1319069,146,51,2581,562.6,562.6
1037754,146,51,1962,562.6,562.6
1085711,146,51,1445,727.53,727.53
1004153,146,51,2444,726.53,727.53
1238303,146,51,2760,162.99,243.53
1378441,146,51,1525,319.13,290.03
1462001,146,51,2704,319.13,319.13
1196539,146,51,2492,387.03,389.03
1161308,146,51,1543,484.03,485.03
1397871,146,51,2304,484.03,485.03
1037885,146,51,2664,242.53,322.07
1319718,146,51,2569,256.14,337.56
1390667,146,51,2490,291.03,292.03
1233869,146,61,1885,142.62,142.62
1466568,146,61,1993,143.59,142.59
1426126,146,61,2539,143.62,142.62
1101512,146,61,2139,291.03,292.03
1395659,146,61,2631,142.62,152.35
1458507,146,61,1248,127.13,147.5
1477758,146,61,1778,161.02,161.02
1144948,146,61,1062,163.02,161.02
1254131,146,61,2707,210.55,235.74
1217244,146,61,1207,367.63,368.63
1406743,146,61,1230,369.63,369.63
1324643,146,61,2322,357.99,357.99
1324958,146,61,2290,299.79,298.79
1424470,146,61,1727,445.23,446.23
1092214,146,61,1109,309.43,311.43
1344049,146,61,1571,582.03,582.03
1412025,146,61,2104,583.03,581.03
1413454,146,61,2577,320.13,319.13
1031835,146,61,2640,321.13,319.13
1422855,146,61,1878,321.13,320.13
1086615,146,61,2306,242.53,336.62
1323979,146,61,1216,413.25,414.25
1043534,146,61,2126,435.53,508.31
1050959,146,61,2826,327.92,326.92
1154217,146,61,1754,329.83,328.83
1144372,146,61,1971,321.13,320.13
1173361,146,61,1902,445.23,447.23
1351470,146,61,1247,447.23,446.23
1407648,146,61,1770,425.83,486.03
1023444,146,61,1558,563.6,563.6
1096870,146,61,2581,560.69,561.69
1099632,146,61,1962,564.6,562.6
1487270,146,61,1445,727.53,728.53
1062966,146,61,2760,182.36,261.93
1100362,146,61,1525,321.13,320.13
1170010,146,61,2704,321.13,319.13
1355770,146,61,2492,455.93,454.93
1434827,146,61,1543,434.56,436.56
1379557,146,61,2304,484.09,483.09
1138409,146,61,2664,319.19,318.19
1216607,146,61,2569,319.19,317.19
1140632,146,61,2490,290.03,290.03
1262649,147,55,1885,159.11,159.11
1454285,147,55,1993,156.2,156.2
1313597,147,55,2539,157.14,158.14
1308392,147,55,2631,92.15,161.02
1383499,147,55,1248,95.12,165.93
1182008,147,55,1778,195.03,193.03
1108691,147,55,1062,192.09,191.09
1010460,147,55,2707,237.65,237.65
1297433,147,55,1207,379.3,380.3
1086204,147,55,1230,379.3,379.3
1483482,147,55,2322,388,388
1225876,147,55,2290,304.64,304.64
1246650,147,55,1727,465.63,465.63
1257911,147,55,1109,309.43,310.43
1125328,147,55,2577,319.13,319.13
1197754,147,55,2640,319.13,319.13
1344086,147,55,1878,319.13,321.13
1424511,147,55,2306,196,335.62
1221607,147,55,2126,485.03,486.03
1204510,147,55,2826,377.33,379.33
1199994,147,55,1754,242.5,329.86
1484697,147,55,1971,244.44,344.35
1176447,147,55,1198,68.9,190.18
1183783,147,55,1311,188.24,226.01
1206185,147,55,1803,189.18,243.53
1299729,147,55,1558,564.6,564.6
1388295,147,55,2581,563.6,563.6
1406361,147,55,1962,562.6,563.6
1067321,147,55,1445,726.53,727.53
1234400,147,55,2444,728.53,726.53
1120564,147,55,2867,728.53,728.53
1489262,147,55,1525,319.13,321.13
1425117,147,55,2492,388.03,389.03
1198791,147,55,1543,389.03,485.03
1089505,147,55,2304,387.03,484.03
1190103,147,55,2664,314.34,312.34
1280026,147,55,2569,313.34,314.34
1387983,147,55,2490,291.03,291.03
1476535,147,24,1885,157.14,157.14
1301842,147,24,1993,159.14,158.14
1292390,147,24,2539,158.11,158.11
1165522,147,24,2139,282.27,282.27
1009702,147,24,1778,193.03,195.03
1350701,147,24,1062,193.09,191.09
1398262,147,24,2707,240.62,240.62
1191829,147,24,1207,384.12,384.12
1025776,147,24,1230,398.73,397.73
1378503,147,24,2322,388,388
1118621,147,24,2290,302.64,302.64
1056163,147,24,1727,466.63,464.63
1101710,147,24,1109,310.43,311.43
1458214,147,24,1571,641.23,641.23
1259675,147,24,2956,640.23,641.23
1037655,147,24,2577,319.13,319.13
1409671,147,24,2640,321.13,319.13
1177882,147,24,1878,319.13,320.13
1474866,147,24,2306,242.5,335.62
1374584,147,24,1216,434.56,436.56
1190669,147,24,2126,484.03,486.03
1352572,147,24,2826,379.33,379.33
1005746,147,24,1754,245.47,332.71
1411245,147,24,1971,242.5,350.2
1238801,147,24,1770,425.83,486.03
1115132,147,24,1198,207.64,205.64
1060474,147,24,1311,158.17,195.03
1228275,147,24,1803,170.75,215.4
1434146,147,24,1438,194,195
1200598,147,24,2494,193.03,193.03
1441064,147,24,1847,196,196
1141743,147,24,1558,564.6,564.6
1302001,147,24,2581,564.6,564.6
1486369,147,24,1962,563.6,563.6
1246974,147,24,1445,728.53,727.53
1248779,147,24,2444,728.53,727.53
1339197,147,24,2867,728.53,728.53
1402996,147,24,2760,242.53,243.53
1449142,147,24,1525,319.13,321.13
1418001,147,24,2704,321.13,319.13
1146210,147,24,1543,388.03,484.03
1187686,147,24,2304,394.82,484.03
1418147,147,24,2664,328.89,328.89
1485809,147,24,2569,328.89,326.89
1043605,147,24,2490,292.03,292.03
1080847,147,11,1885,158.14,158.14
1398435,147,11,1993,159.14,158.14
1371135,147,11,2539,153.26,155.26
1043720,147,11,2139,291.03,291.03
1025542,147,11,2631,98,165.93
1119951,147,11,1248,99,164.93
1480585,147,11,1778,181.45,180.45
1234168,147,11,1062,182.39,182.39
1087004,147,11,2707,236.74,234.74
1442356,147,11,1207,390,389
1083028,147,11,1230,363.81,361.81
1321966,147,11,2322,399.67,399.67
1098456,147,11,2290,303.64,303.64
1063221,147,11,1727,464.63,465.63
1440344,147,11,1109,311.43,310.43
1154798,147,11,1571,640.23,640.23
1131843,147,11,2956,639.23,640.23
1024786,147,11,2577,319.13,320.13
1018646,147,11,2640,319.13,319.13
1161371,147,11,1878,319.13,321.13
1048501,147,11,2306,225.1,337.62
1023603,147,11,1216,435.56,435.56
1319320,147,11,2126,486.03,485.03
1141028,147,11,2826,377.33,379.33
1473886,147,11,1754,243.47,329.86
1179187,147,11,1971,245.47,344.35
1055877,147,11,1902,447.23,447.23
1268268,147,11,1247,447.23,446.23
1486257,147,11,1770,425.83,485.03
1306275,147,11,1198,181.42,220.22
1066926,147,11,1311,171.75,207.64
1120725,147,11,1803,199.88,197.88
1398797,147,11,1438,196,194
1303545,147,11,2494,194,194
1108197,147,11,1847,195,194
1017418,147,11,1558,562.6,563.6
1448674,147,11,2581,562.6,562.6
1246959,147,11,1962,563.6,563.6
1438615,147,11,2444,727.53,726.53
1207693,147,11,2867,728.53,727.53
1074655,147,11,2760,242.53,243.53
1207218,147,11,1525,319.13,319.13
1341714,147,11,2704,319.13,321.13
1153639,147,11,2492,389.03,387.03
1327333,147,11,1543,387.03,484.03
1110397,147,11,2304,389.03,486.03
1079487,147,11,2664,314.34,313.34
1321232,147,11,2569,314.34,312.34
1340547,147,11,2490,291.03,292.03
1419545,147,83,1885,141.62,143.62
1438700,147,83,1993,142.62,143.62
1490626,147,83,2539,142.62,142.62
1445257,147,83,2139,279.39,280.39
1220195,147,83,2631,98.03,137.74
1493330,147,83,1248,99,155.26
1474661,147,83,1778,181.45,181.45
1139300,147,83,1062,179.51,179.51
1356975,147,83,2707,209.55,210.55
1058569,147,83,1207,347.26,348.26
1168881,147,83,1230,369.63,369.63
1243006,147,83,2322,358.96,356.96
1231562,147,83,2290,299.79,299.79
1380398,147,83,1727,446.23,446.23
1451076,147,83,1109,310.43,309.43
1290880,147,83,1571,583.03,581.03
1175047,147,83,2956,583.03,581.03
1262231,147,83,2104,597.52,598.52
1225233,147,83,2577,319.13,320.13
1058055,147,83,2640,321.13,320.13
1442612,147,83,1878,320.13,321.13
1482028,147,83,2306,243.53,335.62
1313959,147,83,1216,412.25,414.25
1443246,147,83,2126,445.26,507.31
1333880,147,83,2826,327.92,325.92
1278260,147,83,1754,280.33,329.83
1111993,147,83,1971,281.36,328.86
1423053,147,83,1902,447.23,447.23
1156628,147,83,1247,445.23,445.23
1412836,147,83,1770,425.83,484.03
1060602,147,83,1558,563.6,564.6
1045125,147,83,2581,562.6,564.6
1471235,147,83,1962,564.6,562.6
1187402,147,83,1445,727.53,728.53
1301591,147,83,2867,728.53,727.53
1016003,147,83,2760,255.14,256.14
1081991,147,83,1525,321.13,319.13
1277408,147,83,2704,321.13,320.13
1207788,147,83,2492,456.93,456.93
1245764,147,83,1543,389.03,484.09
1317197,147,83,2304,389.03,483.09
1040219,147,83,2664,321.07,321.07
1173687,147,83,2569,323.07,323.07
1296046,147,83,2490,290.03,292.03
1436947,147,32,1885,118.34,120.34
1463455,147,32,1993,121.31,121.31
1494714,147,32,2139,281.33,282.33
1476851,147,32,2631,94.09,139.71
1299966,147,32,1248,99,153.26
1326395,147,32,1778,176.57,175.57
1345683,147,32,1062,179.51,178.51
1101904,147,32,2707,209.55,209.55
1441260,147,32,1207,369.63,369.63
1446201,147,32,1230,368.63,367.63
1190997,147,32,2322,369.63,368.63
1301304,147,32,2290,259.96,259.96
1144863,147,32,1727,421.95,421.95
1174088,147,32,1109,310.43,309.43
1051272,147,32,1571,581.03,583.03
1011891,147,32,2956,582.03,583.03
1002603,147,32,2104,586.88,585.88
1122401,147,32,2577,320.13,319.13
1488449,147,32,2640,321.13,321.13
1373162,147,32,1878,319.13,321.13
1457528,147,32,2306,241.53,336.62
1324129,147,32,1216,418.13,416.13
1380755,147,32,2126,435.53,508.31
1088344,147,32,2826,327.92,325.92
1187657,147,32,1754,279.36,290.03
1217625,147,32,1971,279.36,290.06
1010075,147,32,1902,445.23,446.23
1366226,147,32,1247,447.23,445.23
1318189,147,32,1770,425.83,486.03
1023440,147,32,1558,513.19,511.19
1440463,147,32,2581,511.19,511.19
1236945,147,32,1962,511.19,512.19
1025898,147,32,1445,728.53,728.53
1364592,147,32,2444,727.53,727.53
1255632,147,32,2867,728.53,727.53
1015273,147,32,2760,262.93,260.93
1319788,147,32,1525,321.13,320.13
1077979,147,32,2704,319.13,319.13
1008708,147,32,2492,446.23,445.23
1366207,147,32,1543,387.03,444.26
1068662,147,32,2304,387.03,435.56
1401313,147,32,2664,285.24,285.24
1053169,147,32,2569,285.24,284.24
1031733,147,32,2490,280.36,280.36
1039351,147,13,1885,158.14,149.38
1458788,147,13,1993,158.14,150.41
1054832,147,13,2539,155.23,156.23
1039434,147,13,2139,271.6,273.6
1203731,147,13,2631,96.03,162.96
1265885,147,13,1248,98.03,163.99
1137245,147,13,1778,194.06,194.06
1005108,147,13,1062,193.06,194.06
1495360,147,13,2707,234.74,235.74
1008310,147,13,1207,388,388
1247851,147,13,1230,388,390
1123603,147,13,2322,378.33,377.33
1190755,147,13,2290,304.64,304.64
1327025,147,13,1727,465.66,465.66
